GWAS_locus	Cytoband	Lead_SNP	Gene	name	value
47	7p22_1	rs6796	DAGLB	Coding_LD	0
47	7p22_1	rs6796	DAGLB	Coding_Lit	0
47	7p22_1	rs6796	DAGLB	OMIM	0
47	7p22_1	rs6796	DAGLB	DEG_AD	0
47	7p22_1	rs6796	GRID2IP	Novel_loci	0
47	7p22_1	rs6796	GRID2IP	Nearest_gene	0
47	7p22_1	rs6796	GRID2IP	V2G	0
47	7p22_1	rs6796	GRID2IP	DEPICT	0
47	7p22_1	rs6796	GRID2IP	MAGMA	0
47	7p22_1	rs6796	GRID2IP	cis_espQTL	1
47	7p22_1	rs6796	GRID2IP	trans_pQTL	0
47	7p22_1	rs6796	GRID2IP	Coding_CS	0
47	7p22_1	rs6796	GRID2IP	Coding_LD	0
47	7p22_1	rs6796	GRID2IP	Coding_Lit	0
47	7p22_1	rs6796	GRID2IP	OMIM	0
47	7p22_1	rs6796	GRID2IP	DEG_AD	0
47	7p22_1	rs6796	KDELR2	Novel_loci	0
47	7p22_1	rs6796	KDELR2	Nearest_gene	0
47	7p22_1	rs6796	KDELR2	V2G	1
47	7p22_1	rs6796	KDELR2	DEPICT	0
47	7p22_1	rs6796	KDELR2	MAGMA	0
47	7p22_1	rs6796	KDELR2	cis_espQTL	1
47	7p22_1	rs6796	KDELR2	trans_pQTL	0
47	7p22_1	rs6796	KDELR2	Coding_CS	0
47	7p22_1	rs6796	KDELR2	Coding_LD	0
47	7p22_1	rs6796	KDELR2	Coding_Lit	0
47	7p22_1	rs6796	KDELR2	OMIM	0
47	7p22_1	rs6796	KDELR2	DEG_AD	0
47	7p22_1	rs6796	ZDHHC4	Novel_loci	0
47	7p22_1	rs6796	ZDHHC4	Nearest_gene	0
47	7p22_1	rs6796	ZDHHC4	V2G	0
47	7p22_1	rs6796	ZDHHC4	DEPICT	0
47	7p22_1	rs6796	ZDHHC4	MAGMA	0
47	7p22_1	rs6796	ZDHHC4	cis_espQTL	1
47	7p22_1	rs6796	ZDHHC4	trans_pQTL	0
47	7p22_1	rs6796	ZDHHC4	Coding_CS	0
47	7p22_1	rs6796	ZDHHC4	Coding_LD	0
47	7p22_1	rs6796	ZDHHC4	Coding_Lit	0
47	7p22_1	rs6796	ZDHHC4	OMIM	0
47	7p22_1	rs6796	ZDHHC4	DEG_AD	0
48	7p15_3	rs7787688	IL6	Novel_loci	1
48	7p15_3	rs7787688	IL6	Nearest_gene	1
48	7p15_3	rs7787688	IL6	V2G	0
48	7p15_3	rs7787688	IL6	DEPICT	0
48	7p15_3	rs7787688	IL6	MAGMA	0
48	7p15_3	rs7787688	IL6	cis_espQTL	0
48	7p15_3	rs7787688	IL6	trans_pQTL	0
48	7p15_3	rs7787688	IL6	Coding_CS	0
48	7p15_3	rs7787688	IL6	Coding_LD	0
48	7p15_3	rs7787688	IL6	Coding_Lit	0
48	7p15_3	rs7787688	IL6	OMIM	1
48	7p15_3	rs7787688	IL6	DEG_AD	1
48	7p15_3	rs7787688	STEAP1B	Novel_loci	1
48	7p15_3	rs7787688	STEAP1B	Nearest_gene	0
48	7p15_3	rs7787688	STEAP1B	V2G	1
48	7p15_3	rs7787688	STEAP1B	DEPICT	0
48	7p15_3	rs7787688	STEAP1B	MAGMA	0
48	7p15_3	rs7787688	STEAP1B	cis_espQTL	0
48	7p15_3	rs7787688	STEAP1B	trans_pQTL	0
48	7p15_3	rs7787688	STEAP1B	Coding_CS	0
48	7p15_3	rs7787688	STEAP1B	Coding_LD	0
48	7p15_3	rs7787688	STEAP1B	Coding_Lit	0
48	7p15_3	rs7787688	STEAP1B	OMIM	0
48	7p15_3	rs7787688	STEAP1B	DEG_AD	0
49	7p15_1	rs2391683	CREB5	Novel_loci	0
49	7p15_1	rs2391683	CREB5	Nearest_gene	1
49	7p15_1	rs2391683	CREB5	V2G	1
49	7p15_1	rs2391683	CREB5	DEPICT	1
49	7p15_1	rs2391683	CREB5	MAGMA	1
49	7p15_1	rs2391683	CREB5	cis_espQTL	1
49	7p15_1	rs2391683	CREB5	trans_pQTL	0
49	7p15_1	rs2391683	CREB5	Coding_CS	0
49	7p15_1	rs2391683	CREB5	Coding_LD	0
49	7p15_1	rs2391683	CREB5	Coding_Lit	0
49	7p15_1	rs2391683	CREB5	OMIM	0
49	7p15_1	rs2391683	CREB5	DEG_AD	0
50	7p12_2	rs66644183	C7orf72	Novel_loci	0
50	7p12_2	rs66644183	C7orf72	Nearest_gene	1
50	7p12_2	rs66644183	C7orf72	V2G	0
50	7p12_2	rs66644183	C7orf72	DEPICT	0
50	7p12_2	rs66644183	C7orf72	MAGMA	0
50	7p12_2	rs66644183	C7orf72	cis_espQTL	0
50	7p12_2	rs66644183	C7orf72	trans_pQTL	0
50	7p12_2	rs66644183	C7orf72	Coding_CS	1
50	7p12_2	rs66644183	C7orf72	Coding_LD	0
50	7p12_2	rs66644183	C7orf72	Coding_Lit	0
50	7p12_2	rs66644183	C7orf72	OMIM	0
50	7p12_2	rs66644183	C7orf72	DEG_AD	0
50	7p12_2	rs66644183	SPATA48	Novel_loci	0
50	7p12_2	rs66644183	SPATA48	Nearest_gene	0
50	7p12_2	rs66644183	SPATA48	V2G	1
50	7p12_2	rs66644183	SPATA48	DEPICT	0
50	7p12_2	rs66644183	SPATA48	MAGMA	0
50	7p12_2	rs66644183	SPATA48	cis_espQTL	0
50	7p12_2	rs66644183	SPATA48	trans_pQTL	0
50	7p12_2	rs66644183	SPATA48	Coding_CS	0
50	7p12_2	rs66644183	SPATA48	Coding_LD	1
50	7p12_2	rs66644183	SPATA48	Coding_Lit	0
50	7p12_2	rs66644183	SPATA48	OMIM	0
50	7p12_2	rs66644183	SPATA48	DEG_AD	0
51	8q12_2	rs79376089	CHD7	Novel_loci	1
51	8q12_2	rs79376089	CHD7	Nearest_gene	1
51	8q12_2	rs79376089	CHD7	V2G	1
51	8q12_2	rs79376089	CHD7	DEPICT	0
51	8q12_2	rs79376089	CHD7	MAGMA	0
51	8q12_2	rs79376089	CHD7	cis_espQTL	0
51	8q12_2	rs79376089	CHD7	trans_pQTL	0
51	8q12_2	rs79376089	CHD7	Coding_CS	0
51	8q12_2	rs79376089	CHD7	Coding_LD	0
51	8q12_2	rs79376089	CHD7	Coding_Lit	0
51	8q12_2	rs79376089	CHD7	OMIM	1
51	8q12_2	rs79376089	CHD7	DEG_AD	0
52	8q21_13	rs11784337	ZBTB10	Novel_loci	0
52	8q21_13	rs11784337	ZBTB10	Nearest_gene	1
52	8q21_13	rs11784337	ZBTB10	V2G	1
52	8q21_13	rs11784337	ZBTB10	DEPICT	1
52	8q21_13	rs11784337	ZBTB10	MAGMA	0
52	8q21_13	rs11784337	ZBTB10	cis_espQTL	1
52	8q21_13	rs11784337	ZBTB10	trans_pQTL	0
52	8q21_13	rs11784337	ZBTB10	Coding_CS	0
52	8q21_13	rs11784337	ZBTB10	Coding_LD	0
52	8q21_13	rs11784337	ZBTB10	Coding_Lit	0
52	8q21_13	rs11784337	ZBTB10	OMIM	0
52	8q21_13	rs11784337	ZBTB10	DEG_AD	0
53	8q24_13	rs6996614	TRIB1	Novel_loci	0
53	8q24_13	rs6996614	TRIB1	Nearest_gene	1
53	8q24_13	rs6996614	TRIB1	V2G	1
53	8q24_13	rs6996614	TRIB1	DEPICT	1
53	8q24_13	rs6996614	TRIB1	MAGMA	0
53	8q24_13	rs6996614	TRIB1	cis_espQTL	0
53	8q24_13	rs6996614	TRIB1	trans_pQTL	0
53	8q24_13	rs6996614	TRIB1	Coding_CS	0
53	8q24_13	rs6996614	TRIB1	Coding_LD	0
53	8q24_13	rs6996614	TRIB1	Coding_Lit	0
53	8q24_13	rs6996614	TRIB1	OMIM	0
53	8q24_13	rs6996614	TRIB1	DEG_AD	0
54	8q24_21	rs5894937	TMEM75	Novel_loci	0
54	8q24_21	rs5894937	TMEM75	Nearest_gene	1
54	8q24_21	rs5894937	TMEM75	V2G	0
54	8q24_21	rs5894937	TMEM75	DEPICT	0
54	8q24_21	rs5894937	TMEM75	MAGMA	0
54	8q24_21	rs5894937	TMEM75	cis_espQTL	0
54	8q24_21	rs5894937	TMEM75	trans_pQTL	0
54	8q24_21	rs5894937	TMEM75	Coding_CS	0
54	8q24_21	rs5894937	TMEM75	Coding_LD	0
54	8q24_21	rs5894937	TMEM75	Coding_Lit	0
54	8q24_21	rs5894937	TMEM75	OMIM	0
54	8q24_21	rs5894937	TMEM75	DEG_AD	1
55	8q24_3	rs11994438	AGO2	Novel_loci	0
55	8q24_3	rs11994438	AGO2	Nearest_gene	1
55	8q24_3	rs11994438	AGO2	V2G	0
55	8q24_3	rs11994438	AGO2	DEPICT	0
55	8q24_3	rs11994438	AGO2	MAGMA	0
55	8q24_3	rs11994438	AGO2	cis_espQTL	1
55	8q24_3	rs11994438	AGO2	trans_pQTL	0
55	8q24_3	rs11994438	AGO2	Coding_CS	0
55	8q24_3	rs11994438	AGO2	Coding_LD	0
55	8q24_3	rs11994438	AGO2	Coding_Lit	0
55	8q24_3	rs11994438	AGO2	OMIM	0
55	8q24_3	rs11994438	AGO2	DEG_AD	0
55	8q24_3	rs11994438	CHRAC1	Novel_loci	0
55	8q24_3	rs11994438	CHRAC1	Nearest_gene	0
55	8q24_3	rs11994438	CHRAC1	V2G	0
55	8q24_3	rs11994438	CHRAC1	DEPICT	0
55	8q24_3	rs11994438	CHRAC1	MAGMA	0
55	8q24_3	rs11994438	CHRAC1	cis_espQTL	1
55	8q24_3	rs11994438	CHRAC1	trans_pQTL	0
55	8q24_3	rs11994438	CHRAC1	Coding_CS	0
55	8q24_3	rs11994438	CHRAC1	Coding_LD	0
55	8q24_3	rs11994438	CHRAC1	Coding_Lit	0
55	8q24_3	rs11994438	CHRAC1	OMIM	0
55	8q24_3	rs11994438	CHRAC1	DEG_AD	0
55	8q24_3	rs11994438	ERICD	Novel_loci	0
55	8q24_3	rs11994438	ERICD	Nearest_gene	0
55	8q24_3	rs11994438	ERICD	V2G	0
55	8q24_3	rs11994438	ERICD	DEPICT	0
55	8q24_3	rs11994438	ERICD	MAGMA	0
55	8q24_3	rs11994438	ERICD	cis_espQTL	1
55	8q24_3	rs11994438	ERICD	trans_pQTL	0
55	8q24_3	rs11994438	ERICD	Coding_CS	0
55	8q24_3	rs11994438	ERICD	Coding_LD	0
55	8q24_3	rs11994438	ERICD	Coding_Lit	0
55	8q24_3	rs11994438	ERICD	OMIM	0
55	8q24_3	rs11994438	ERICD	DEG_AD	0
55	8q24_3	rs11994438	PTK2	Novel_loci	0
55	8q24_3	rs11994438	PTK2	Nearest_gene	0
55	8q24_3	rs11994438	PTK2	V2G	1
55	8q24_3	rs11994438	PTK2	DEPICT	0
55	8q24_3	rs11994438	PTK2	MAGMA	0
55	8q24_3	rs11994438	PTK2	cis_espQTL	1
55	8q24_3	rs11994438	PTK2	trans_pQTL	0
55	8q24_3	rs11994438	PTK2	Coding_CS	0
55	8q24_3	rs11994438	PTK2	Coding_LD	0
55	8q24_3	rs11994438	PTK2	Coding_Lit	0
55	8q24_3	rs11994438	PTK2	OMIM	0
55	8q24_3	rs11994438	PTK2	DEG_AD	0
55	8q24_3	rs11994438	PTP4A3	Novel_loci	0
55	8q24_3	rs11994438	PTP4A3	Nearest_gene	0
55	8q24_3	rs11994438	PTP4A3	V2G	0
55	8q24_3	rs11994438	PTP4A3	DEPICT	0
55	8q24_3	rs11994438	PTP4A3	MAGMA	0
55	8q24_3	rs11994438	PTP4A3	cis_espQTL	1
55	8q24_3	rs11994438	PTP4A3	trans_pQTL	0
55	8q24_3	rs11994438	PTP4A3	Coding_CS	0
55	8q24_3	rs11994438	PTP4A3	Coding_LD	0
55	8q24_3	rs11994438	PTP4A3	Coding_Lit	0
55	8q24_3	rs11994438	PTP4A3	OMIM	0
55	8q24_3	rs11994438	PTP4A3	DEG_AD	1
56	9p13_3	rs3860985	AQP3	Novel_loci	0
56	9p13_3	rs3860985	AQP3	Nearest_gene	1
56	9p13_3	rs3860985	AQP3	V2G	0
56	9p13_3	rs3860985	AQP3	DEPICT	0
56	9p13_3	rs3860985	AQP3	MAGMA	0
56	9p13_3	rs3860985	AQP3	cis_espQTL	1
56	9p13_3	rs3860985	AQP3	trans_pQTL	0
56	9p13_3	rs3860985	AQP3	Coding_CS	0
56	9p13_3	rs3860985	AQP3	Coding_LD	0
56	9p13_3	rs3860985	AQP3	Coding_Lit	0
56	9p13_3	rs3860985	AQP3	OMIM	0
56	9p13_3	rs3860985	AQP3	DEG_AD	1
56	9p13_3	rs3860985	AQP7	Novel_loci	0
56	9p13_3	rs3860985	AQP7	Nearest_gene	0
56	9p13_3	rs3860985	AQP7	V2G	1
56	9p13_3	rs3860985	AQP7	DEPICT	0
56	9p13_3	rs3860985	AQP7	MAGMA	0
56	9p13_3	rs3860985	AQP7	cis_espQTL	1
56	9p13_3	rs3860985	AQP7	trans_pQTL	0
56	9p13_3	rs3860985	AQP7	Coding_CS	0
56	9p13_3	rs3860985	AQP7	Coding_LD	0
56	9p13_3	rs3860985	AQP7	Coding_Lit	0
56	9p13_3	rs3860985	AQP7	OMIM	0
56	9p13_3	rs3860985	AQP7	DEG_AD	0
56	9p13_3	rs3860985	BAG1	Novel_loci	0
56	9p13_3	rs3860985	BAG1	Nearest_gene	0
56	9p13_3	rs3860985	BAG1	V2G	0
56	9p13_3	rs3860985	BAG1	DEPICT	0
56	9p13_3	rs3860985	BAG1	MAGMA	0
56	9p13_3	rs3860985	BAG1	cis_espQTL	1
56	9p13_3	rs3860985	BAG1	trans_pQTL	0
56	9p13_3	rs3860985	BAG1	Coding_CS	0
56	9p13_3	rs3860985	BAG1	Coding_LD	0
56	9p13_3	rs3860985	BAG1	Coding_Lit	0
56	9p13_3	rs3860985	BAG1	OMIM	0
56	9p13_3	rs3860985	BAG1	DEG_AD	0
56	9p13_3	rs3860985	NOL6	Novel_loci	0
56	9p13_3	rs3860985	NOL6	Nearest_gene	0
56	9p13_3	rs3860985	NOL6	V2G	0
56	9p13_3	rs3860985	NOL6	DEPICT	0
56	9p13_3	rs3860985	NOL6	MAGMA	0
56	9p13_3	rs3860985	NOL6	cis_espQTL	1
56	9p13_3	rs3860985	NOL6	trans_pQTL	0
56	9p13_3	rs3860985	NOL6	Coding_CS	0
56	9p13_3	rs3860985	NOL6	Coding_LD	0
56	9p13_3	rs3860985	NOL6	Coding_Lit	0
56	9p13_3	rs3860985	NOL6	OMIM	0
56	9p13_3	rs3860985	NOL6	DEG_AD	0
57	9q34_11	rs1107329	CRAT	Novel_loci	0
57	9q34_11	rs1107329	CRAT	Nearest_gene	0
57	9q34_11	rs1107329	CRAT	V2G	0
57	9q34_11	rs1107329	CRAT	DEPICT	0
57	9q34_11	rs1107329	CRAT	MAGMA	0
57	9q34_11	rs1107329	CRAT	cis_espQTL	1
57	9q34_11	rs1107329	CRAT	trans_pQTL	0
57	9q34_11	rs1107329	CRAT	Coding_CS	0
57	9q34_11	rs1107329	CRAT	Coding_LD	0
57	9q34_11	rs1107329	CRAT	Coding_Lit	0
57	9q34_11	rs1107329	CRAT	OMIM	0
57	9q34_11	rs1107329	CRAT	DEG_AD	1
57	9q34_11	rs1107329	DNM1	Novel_loci	0
57	9q34_11	rs1107329	DNM1	Nearest_gene	0
57	9q34_11	rs1107329	DNM1	V2G	0
57	9q34_11	rs1107329	DNM1	DEPICT	0
57	9q34_11	rs1107329	DNM1	MAGMA	0
57	9q34_11	rs1107329	DNM1	cis_espQTL	1
57	9q34_11	rs1107329	DNM1	trans_pQTL	0
57	9q34_11	rs1107329	DNM1	Coding_CS	0
57	9q34_11	rs1107329	DNM1	Coding_LD	0
57	9q34_11	rs1107329	DNM1	Coding_Lit	0
57	9q34_11	rs1107329	DNM1	OMIM	0
57	9q34_11	rs1107329	DNM1	DEG_AD	0
57	9q34_11	rs1107329	DOLPP1	Novel_loci	0
57	9q34_11	rs1107329	DOLPP1	Nearest_gene	0
57	9q34_11	rs1107329	DOLPP1	V2G	0
57	9q34_11	rs1107329	DOLPP1	DEPICT	0
57	9q34_11	rs1107329	DOLPP1	MAGMA	0
57	9q34_11	rs1107329	DOLPP1	cis_espQTL	1
57	9q34_11	rs1107329	DOLPP1	trans_pQTL	0
57	9q34_11	rs1107329	DOLPP1	Coding_CS	0
57	9q34_11	rs1107329	DOLPP1	Coding_LD	0
57	9q34_11	rs1107329	DOLPP1	Coding_Lit	0
57	9q34_11	rs1107329	DOLPP1	OMIM	0
57	9q34_11	rs1107329	DOLPP1	DEG_AD	0
57	9q34_11	rs1107329	GPR107	Novel_loci	0
57	9q34_11	rs1107329	GPR107	Nearest_gene	0
57	9q34_11	rs1107329	GPR107	V2G	0
57	9q34_11	rs1107329	GPR107	DEPICT	0
57	9q34_11	rs1107329	GPR107	MAGMA	0
57	9q34_11	rs1107329	GPR107	cis_espQTL	1
57	9q34_11	rs1107329	GPR107	trans_pQTL	0
57	9q34_11	rs1107329	GPR107	Coding_CS	0
57	9q34_11	rs1107329	GPR107	Coding_LD	0
57	9q34_11	rs1107329	GPR107	Coding_Lit	0
57	9q34_11	rs1107329	GPR107	OMIM	0
57	9q34_11	rs1107329	GPR107	DEG_AD	0
57	9q34_11	rs1107329	IER5L	Novel_loci	0
57	9q34_11	rs1107329	IER5L	Nearest_gene	0
57	9q34_11	rs1107329	IER5L	V2G	0
57	9q34_11	rs1107329	IER5L	DEPICT	0
57	9q34_11	rs1107329	IER5L	MAGMA	0
57	9q34_11	rs1107329	IER5L	cis_espQTL	0
57	9q34_11	rs1107329	IER5L	trans_pQTL	0
57	9q34_11	rs1107329	IER5L	Coding_CS	0
57	9q34_11	rs1107329	IER5L	Coding_LD	1
57	9q34_11	rs1107329	IER5L	Coding_Lit	0
57	9q34_11	rs1107329	IER5L	OMIM	0
57	9q34_11	rs1107329	IER5L	DEG_AD	0
57	9q34_11	rs1107329	PPP2R4	Novel_loci	0
57	9q34_11	rs1107329	PPP2R4	Nearest_gene	1
57	9q34_11	rs1107329	PPP2R4	V2G	0
57	9q34_11	rs1107329	PPP2R4	DEPICT	0
57	9q34_11	rs1107329	PPP2R4	MAGMA	1
57	9q34_11	rs1107329	PPP2R4	cis_espQTL	0
57	9q34_11	rs1107329	PPP2R4	trans_pQTL	0
57	9q34_11	rs1107329	PPP2R4	Coding_CS	0
57	9q34_11	rs1107329	PPP2R4	Coding_LD	0
57	9q34_11	rs1107329	PPP2R4	Coding_Lit	0
57	9q34_11	rs1107329	PPP2R4	OMIM	0
57	9q34_11	rs1107329	PPP2R4	DEG_AD	0
57	9q34_11	rs1107329	PTPA	Novel_loci	0
57	9q34_11	rs1107329	PTPA	Nearest_gene	0
57	9q34_11	rs1107329	PTPA	V2G	1
57	9q34_11	rs1107329	PTPA	DEPICT	0
57	9q34_11	rs1107329	PTPA	MAGMA	0
57	9q34_11	rs1107329	PTPA	cis_espQTL	1
57	9q34_11	rs1107329	PTPA	trans_pQTL	0
57	9q34_11	rs1107329	PTPA	Coding_CS	0
57	9q34_11	rs1107329	PTPA	Coding_LD	0
57	9q34_11	rs1107329	PTPA	Coding_Lit	0
57	9q34_11	rs1107329	PTPA	OMIM	0
57	9q34_11	rs1107329	PTPA	DEG_AD	0
57	9q34_11	rs1107329	SET	Novel_loci	0
57	9q34_11	rs1107329	SET	Nearest_gene	0
57	9q34_11	rs1107329	SET	V2G	0
57	9q34_11	rs1107329	SET	DEPICT	0
57	9q34_11	rs1107329	SET	MAGMA	0
57	9q34_11	rs1107329	SET	cis_espQTL	1
57	9q34_11	rs1107329	SET	trans_pQTL	0
57	9q34_11	rs1107329	SET	Coding_CS	0
57	9q34_11	rs1107329	SET	Coding_LD	0
57	9q34_11	rs1107329	SET	Coding_Lit	0
57	9q34_11	rs1107329	SET	OMIM	0
57	9q34_11	rs1107329	SET	DEG_AD	0
58	9q34_3	rs117137535	ARRDC1	Novel_loci	0
58	9q34_3	rs117137535	ARRDC1	Nearest_gene	1
58	9q34_3	rs117137535	ARRDC1	V2G	1
58	9q34_3	rs117137535	ARRDC1	DEPICT	0
58	9q34_3	rs117137535	ARRDC1	MAGMA	0
58	9q34_3	rs117137535	ARRDC1	cis_espQTL	0
58	9q34_3	rs117137535	ARRDC1	trans_pQTL	0
58	9q34_3	rs117137535	ARRDC1	Coding_CS	0
58	9q34_3	rs117137535	ARRDC1	Coding_LD	0
58	9q34_3	rs117137535	ARRDC1	Coding_Lit	0
58	9q34_3	rs117137535	ARRDC1	OMIM	0
58	9q34_3	rs117137535	ARRDC1	DEG_AD	0
59	10p15_1	rs4747846	IL15RA	Novel_loci	0
59	10p15_1	rs4747846	IL15RA	Nearest_gene	0
59	10p15_1	rs4747846	IL15RA	V2G	0
59	10p15_1	rs4747846	IL15RA	DEPICT	0
59	10p15_1	rs4747846	IL15RA	MAGMA	0
59	10p15_1	rs4747846	IL15RA	cis_espQTL	1
59	10p15_1	rs4747846	IL15RA	trans_pQTL	0
59	10p15_1	rs4747846	IL15RA	Coding_CS	0
59	10p15_1	rs4747846	IL15RA	Coding_LD	0
59	10p15_1	rs4747846	IL15RA	Coding_Lit	0
59	10p15_1	rs4747846	IL15RA	OMIM	0
59	10p15_1	rs4747846	IL15RA	DEG_AD	0
59	10p15_1	rs4747846	IL2RA	Novel_loci	0
59	10p15_1	rs4747846	IL2RA	Nearest_gene	1
59	10p15_1	rs4747846	IL2RA	V2G	1
59	10p15_1	rs4747846	IL2RA	DEPICT	1
59	10p15_1	rs4747846	IL2RA	MAGMA	1
59	10p15_1	rs4747846	IL2RA	cis_espQTL	1
59	10p15_1	rs4747846	IL2RA	trans_pQTL	0
59	10p15_1	rs4747846	IL2RA	Coding_CS	0
59	10p15_1	rs4747846	IL2RA	Coding_LD	0
59	10p15_1	rs4747846	IL2RA	Coding_Lit	0
59	10p15_1	rs4747846	IL2RA	OMIM	1
59	10p15_1	rs4747846	IL2RA	DEG_AD	1
59	10p15_1	rs4747846	LINC00706	Novel_loci	0
59	10p15_1	rs4747846	LINC00706	Nearest_gene	0
59	10p15_1	rs4747846	LINC00706	V2G	0
59	10p15_1	rs4747846	LINC00706	DEPICT	0
59	10p15_1	rs4747846	LINC00706	MAGMA	0
59	10p15_1	rs4747846	LINC00706	cis_espQTL	1
59	10p15_1	rs4747846	LINC00706	trans_pQTL	0
59	10p15_1	rs4747846	LINC00706	Coding_CS	0
59	10p15_1	rs4747846	LINC00706	Coding_LD	0
59	10p15_1	rs4747846	LINC00706	Coding_Lit	0
59	10p15_1	rs4747846	LINC00706	OMIM	0
59	10p15_1	rs4747846	LINC00706	DEG_AD	0
59	10p15_1	rs4747846	RBM17	Novel_loci	0
59	10p15_1	rs4747846	RBM17	Nearest_gene	0
59	10p15_1	rs4747846	RBM17	V2G	0
59	10p15_1	rs4747846	RBM17	DEPICT	1
59	10p15_1	rs4747846	RBM17	MAGMA	1
59	10p15_1	rs4747846	RBM17	cis_espQTL	1
59	10p15_1	rs4747846	RBM17	trans_pQTL	0
59	10p15_1	rs4747846	RBM17	Coding_CS	0
59	10p15_1	rs4747846	RBM17	Coding_LD	0
59	10p15_1	rs4747846	RBM17	Coding_Lit	0
59	10p15_1	rs4747846	RBM17	OMIM	0
59	10p15_1	rs4747846	RBM17	DEG_AD	0
60	10p15_1	rs796899460	PRKCQ	Novel_loci	0
60	10p15_1	rs796899460	PRKCQ	Nearest_gene	1
60	10p15_1	rs796899460	PRKCQ	V2G	0
60	10p15_1	rs796899460	PRKCQ	DEPICT	1
60	10p15_1	rs796899460	PRKCQ	MAGMA	0
60	10p15_1	rs796899460	PRKCQ	cis_espQTL	1
60	10p15_1	rs796899460	PRKCQ	trans_pQTL	0
60	10p15_1	rs796899460	PRKCQ	Coding_CS	0
60	10p15_1	rs796899460	PRKCQ	Coding_LD	0
60	10p15_1	rs796899460	PRKCQ	Coding_Lit	0
60	10p15_1	rs796899460	PRKCQ	OMIM	0
60	10p15_1	rs796899460	PRKCQ	DEG_AD	1
60	10p15_1	rs796899460	PRKCQ-AS1	Novel_loci	0
60	10p15_1	rs796899460	PRKCQ-AS1	Nearest_gene	0
60	10p15_1	rs796899460	PRKCQ-AS1	V2G	0
60	10p15_1	rs796899460	PRKCQ-AS1	DEPICT	1
60	10p15_1	rs796899460	PRKCQ-AS1	MAGMA	0
60	10p15_1	rs796899460	PRKCQ-AS1	cis_espQTL	1
60	10p15_1	rs796899460	PRKCQ-AS1	trans_pQTL	0
60	10p15_1	rs796899460	PRKCQ-AS1	Coding_CS	0
60	10p15_1	rs796899460	PRKCQ-AS1	Coding_LD	0
60	10p15_1	rs796899460	PRKCQ-AS1	Coding_Lit	0
60	10p15_1	rs796899460	PRKCQ-AS1	OMIM	0
60	10p15_1	rs796899460	PRKCQ-AS1	DEG_AD	1
61	10p14	rs2229359	GATA3	Novel_loci	0
61	10p14	rs2229359	GATA3	Nearest_gene	1
61	10p14	rs2229359	GATA3	V2G	1
61	10p14	rs2229359	GATA3	DEPICT	1
61	10p14	rs2229359	GATA3	MAGMA	0
61	10p14	rs2229359	GATA3	cis_espQTL	0
61	10p14	rs2229359	GATA3	trans_pQTL	0
61	10p14	rs2229359	GATA3	Coding_CS	0
61	10p14	rs2229359	GATA3	Coding_LD	0
61	10p14	rs2229359	GATA3	Coding_Lit	0
61	10p14	rs2229359	GATA3	OMIM	0
61	10p14	rs2229359	GATA3	DEG_AD	0
62	10q21_2	rs11817236	ANK3	Novel_loci	1
62	10q21_2	rs11817236	ANK3	Nearest_gene	0
62	10q21_2	rs11817236	ANK3	V2G	1
62	10q21_2	rs11817236	ANK3	DEPICT	0
62	10q21_2	rs11817236	ANK3	MAGMA	0
62	10q21_2	rs11817236	ANK3	cis_espQTL	1
62	10q21_2	rs11817236	ANK3	trans_pQTL	0
62	10q21_2	rs11817236	ANK3	Coding_CS	0
62	10q21_2	rs11817236	ANK3	Coding_LD	0
62	10q21_2	rs11817236	ANK3	Coding_Lit	0
62	10q21_2	rs11817236	ANK3	OMIM	0
62	10q21_2	rs11817236	ANK3	DEG_AD	1
62	10q21_2	rs11817236	ANK3-DT	Novel_loci	1
62	10q21_2	rs11817236	ANK3-DT	Nearest_gene	0
62	10q21_2	rs11817236	ANK3-DT	V2G	0
62	10q21_2	rs11817236	ANK3-DT	DEPICT	0
62	10q21_2	rs11817236	ANK3-DT	MAGMA	0
62	10q21_2	rs11817236	ANK3-DT	cis_espQTL	1
62	10q21_2	rs11817236	ANK3-DT	trans_pQTL	0
62	10q21_2	rs11817236	ANK3-DT	Coding_CS	0
62	10q21_2	rs11817236	ANK3-DT	Coding_LD	0
62	10q21_2	rs11817236	ANK3-DT	Coding_Lit	0
62	10q21_2	rs11817236	ANK3-DT	OMIM	0
62	10q21_2	rs11817236	ANK3-DT	DEG_AD	0
62	10q21_2	rs11817236	CDK1	Novel_loci	1
62	10q21_2	rs11817236	CDK1	Nearest_gene	1
62	10q21_2	rs11817236	CDK1	V2G	0
62	10q21_2	rs11817236	CDK1	DEPICT	0
62	10q21_2	rs11817236	CDK1	MAGMA	0
62	10q21_2	rs11817236	CDK1	cis_espQTL	0
62	10q21_2	rs11817236	CDK1	trans_pQTL	0
62	10q21_2	rs11817236	CDK1	Coding_CS	0
62	10q21_2	rs11817236	CDK1	Coding_LD	0
62	10q21_2	rs11817236	CDK1	Coding_Lit	0
62	10q21_2	rs11817236	CDK1	OMIM	0
62	10q21_2	rs11817236	CDK1	DEG_AD	0
63	10q21_2	rs2944542	ADO	Novel_loci	0
63	10q21_2	rs2944542	ADO	Nearest_gene	1
63	10q21_2	rs2944542	ADO	V2G	1
63	10q21_2	rs2944542	ADO	DEPICT	1
63	10q21_2	rs2944542	ADO	MAGMA	0
63	10q21_2	rs2944542	ADO	cis_espQTL	0
