GeneID	Dendritic_cells_H	Fibroblasts_H	ILC_NK_cells_H	Keratinocytes_H	Langerhans_cell_H	Lymphatic_endothelium_H	Macrophages_H	Mast_cells_H	Melanocytes_H	Pericytes_H	Plasma_cells_H	Schwann_cells_H	T_cells_H	Vascular_endothelium_H	Dendritic_cells_LS	Fibroblasts_LS	ILC_NK_cells_LS	Keratinocytes_LS	Langerhans_cell_LS	Lymphatic_endothelium_LS	Macrophages_LS	Mast_cells_LS	Melanocytes_LS	Pericytes_LS	Schwann_cells_LS	T_cells_LS	Vascular_endothelium_LS	Melanocytes_DP	Dendritic_cells_DP	Vascular_endothelium_DP	Pericytes_DP	Fibroblasts_DP	Macrophages_DP	Langerhans_cell_DP	Schwann_cells_DP	Keratinocytes_DP	ILC_NK_cells_DP	Mast_cells_DP	T_cells_DP	Lymphatic_endothelium_DP		SUM L + DP		Novel
TCF19	0.010807891	0	0.005275819	0.499134478	0.001119407	0.190733837	0.000546696	0.01622663	0.06038364	0.015904745	0.034100305	0.02148015	0.092129284	0.057572352	0.007798363	0.089717373	0.024014632	0.596335784	0.051339277	0.028357457	0.00099696	0.024399277	0.182368445	0.010321227	0.027190171	0	0.023389863	0.146667217	0.023218486	0.021645443	0.029639573	0.245539176	0.019780322	0.105623644	0.035807301	0.217349505	0.039045131	0.035268076	0.001508024	0.011388918		0.81	2.91691473	0
PUS10	0.103899623	0.017881479	0.033192376	0.323318155	0.042051529	0.312736854	0.005269257	0.022288782	0.003789324	0.001743696	0.027517332	0.023049359	0	0.053415616	0.023408993	0.016019401	0.027336454	0.894509753	0.059186252	0.039072418	0.01173868	0.027173422	0.046291204	0.006993192	0.039138992	0	0.039662148	0.073544147	0.008996681	0.026940278	0.047486324	0.023627694	0.026825194	0.047579085	0.045675734	0.361756944	0.026734983	0.033012664	0.013279728	0.008735645		1.26	2.863116372	0
LIME1	1.13E-08	8.39E-09	0.030219836	3.71E-10	1.70E-07	0.000131231	1.45E-07	0.015439158	0.000446094	0.000163424	0.105553216	0.015631645	1	0	1.12E-12	0	0.025891844	4.74E-14	7.23E-08	0.000408206	1.15E-10	0.009984655	0.000844874	1.93E-11	0.020753484	1	2.59E-14	0.048043721	0.093974598	0.048637363	0.039250751	0.042791166	0.060180539	0.045244915	0.047867372	0.208040193	0.105267301	0.033012664	1	0.052595427		0.21	2.859498692	0
PDCD1	6.00E-07	1.28E-10	0.000908231	0	3.03E-06	0.154529771	3.00E-06	0.011524085	0.000218134	6.66E-05	0.039222665	0.014809271	1	1.20E-14	0.000133592	2.11E-16	0.008574462	0	1.26E-05	0.005900926	0.000571226	0.015399795	0.00269435	1.49E-07	0.01966	1	2.63E-09	0.040554793	0.159618834	0.035852876	0.035564255	0.034840494	0.138651807	0.022284401	0.037628749	0.038236953	0.045643006	0.035268076	0.154873327	0.008679784		0.04	2.817465635	0
MXD3	0.00114159	0.007563976	0.10737345	0.068248058	0.003810116	1	0.044882034	0.024320948	0.007694011	0.005973539	0.083165456	0.020731811	0.082117001	0	0.000547203	0.102065085	0.025080485	0.247112583	0.026058755	0.246830056	0.000780077	0.027880021	0.038604572	0.004901809	0.023135194	0	0.004332625	0.065081843	0.032738716	0.034990776	0.042474587	0.133121312	0.00908771	0.057674665	0.037628749	0.167405007	0.022251915	0.040029717	0.006415196	0.017490367		0.41	2.78455382	0
MEIKIN	0.293347118	0.008986542	0.0167378	0	0.090127832	0.018542873	1	0.029387722	0.020515946	0.018425639	0.033600687	0.031341592	0.00294564	0.004984859	0.340770119	0.006849901	0.023082666	0.004517344	0.175047116	0.021816234	0.070111689	0.026804521	0.022777471	0.013567711	0.02749461	0	0.011261197	0.037628749	0.106094992	0.037628749	0.037628749	0.038364295	0.001144568	0.124309189	0.037628749	0.037493406	0.037381369	0.037628749	0.037146071	0.037628749		0.04	2.770966275	0
GMEB2	0.060572281	0.164123351	0.00436149	0.170697916	0.058202708	0.005921418	0.063110807	0.013805599	0.002233341	0.034900731	0.041281317	0.01937126	0	0.081684648	0.048884127	0.001903469	0.009680939	0.589189514	0.130272315	0.018834132	0.072587086	0.02529751	0.009671978	0	0.042178869	0.000958448	0.033599993	0.03931574	0.073748336	0.053546998	0.011021954	0.005588934	0.091218116	0.149604674	0.057344926	0.508963102	0.027711727	0.042604154	0.137830259	0.05049772		1.10	2.693678027	0
ZNF365	0.003157363	0.002950049	0.021963946	0	0.004298438	0.011443702	0.006399785	0.026384301	0.017114909	0.011762263	0.042095754	0.029509659	1	0.00092253	0.003137925	0.000379714	0.028289121	0	0.007624216	0.016134165	0.004757035	0.028530404	0.02019265	0.003718314	0.030527767	1	0.002065937	0.038172624	0.046705436	0.038179175	0.036931582	0.046438437	0.037933424	0.039043387	0.037628749	0.043887267	0.043363519	0.037628749	0.098002419	0.037628749		0.04	2.688280028	0
RORC	0.000189431	0.000124356	0.056573053	1	0.000494992	0.00409657	0.000353705	0.02047063	0.006333893	0.00440804	0.039169887	0.024938835	0.698508071	0	0.006326256	0	0.040093009	0.241638658	0.012135181	0.018642869	0.008000549	0.032991492	0.019882793	0.008532307	0.026119822	0.065925612	0.00646721	0.037169279	0.039036674	0.038374928	0.036243435	0.036942681	0.037020724	0.037360115	0.037628749	0.004258573	0.032468369	0.045260694	0.0000449	0.037628749		0.25	2.646452379	0
IL2	0.000133319	0.000107873	0.048635955	0	0.000435834	0.003550495	0.000233555	0.019808934	0.005357508	0.003457921	0.030337675	0.024408702	1	6.03E-06	0.000377919	4.98E-06	0.046399759	0	0.002843464	0.010329419	0.001078621	0.025366742	0.012590756	0.000868141	0.028109183	1	0.000319202	0.037628749	0.044501975	0.038374928	0.037628749	0.036404059	0.04409647	0.037678981	0.037628749	0.037048076	0.056928104	0.037628749	0.035405038	0.037628749		0.04	2.615752724	0
OVOL1	0	0	0	1	0	0	0	5.20E-05	2.19E-13	0	0.015558825	0.001824225	0	0	1.61E-13	0	0.000726508	1	1.26E-07	0.000239376	8.51E-11	0.010674323	0.000947685	6.11E-11	0.029618274	0	2.02E-14	0.028177843	0.059051179	0.037531404	0.033845604	0.02702279	0.046166072	0.028534665	0.052637932	0.0920233	0.030905283	0.037628749	0.017652351	0.037726523		1.09	2.46463209	0
BBS12	0.013373952	0.372004706	0.013652761	0	0.001862245	0.576214652	0.005309005	0.027945641	0.027813233	0.077630295	0.029851984	0.075783324	0.06664746	0.397923988	0	0.116950535	0.013403109	0.046388427	0.005977297	0.035066534	0.001636963	0.019146604	0.057237608	0.014870137	0.020777779	0.00979858	0.054715336	0.063135509	0.015347914	0.007219407	0.010478693	0.005466618	0.024091628	0.034635939	0.022098776	0.115524654	0.028309971	0.033012664	0.006653704	0.004000118		0.16	2.379981293	0
AGER	0.501835567	0.001784042	0.162511826	0	0.123768511	0.00484405	0.275738212	0.019622547	0.006404542	0.01862656	0.035114535	0.0383472	0.355244721	0.023823242	0.234137296	0	0.016701589	0.003351675	0.023164032	0.009336559	0.135567251	0.016433157	0.023714003	0.015390661	0.028657202	0.00959622	0.004345482	0.047262648	0.017072812	0.008866147	0.027260574	0.02631374	0.021309751	0.00976194	0.037944308	0.05406617	0.012100877	0.034127345	0.000104985	0.031914489		0.06	2.337918772	0
IL22	0.010807028	0.010137285	0.018162728	0	0.012394809	0.017339834	0.011730796	0.023341157	0.018515953	0.017268441	0.025437283	0.024325984	0.364055424	0.007057711	0.000499934	1.76E-11	0.011623632	0	0.001443335	0.003142274	0.000225724	0.018817959	0.004775308	7.99E-06	0.02266268	1	5.49E-07	0.037628749	0.176142474	0.038571449	0.037628749	0.038819021	0.097080995	0.084697379	0.037628749	0.040090457	0.058580891	0.037628749	1	0.037628749		0.04	2.212061845	0
IL13	0.011909304	0.010296052	0.03517773	0	0.013397105	0.018133046	0.011212876	0.026906602	0.018526727	0.018047876	0.026142142	0.024910732	0.359955328	0.006295086	0.000511222	3.82E-06	0.081644769	0	0.00319021	0.009858812	0.001279676	0.025047751	0.013534566	0.000791857	0.02785133	1	0.000238209	0.040554793	0.051423057	0.037628749	0.037828056	0.039318644	0.050035932	0.042619463	0.037628749	0.038596089	0.134558034	0.036435124	1	0.037232915		0.04	2.120496362	0
POU5F1	0.005358821	0.023101444	0.01141831	0.647435019	0.006925548	0.013663472	0.005505549	0.026379409	0.017995874	0.469566428	0.03270551	0.033408695	0	0.007934816	0.011291635	0.016740807	0.02024616	0.174107688	0.018863549	0.019219444	0.011934519	0.023225938	0.019999366	0.037942111	0.023772792	0	0.018866227	0.035370329	0.034225041	0.032360361	0.000432197	0.022516409	0.034656822	0.038595878	0.035807301	0.016932419	0.036403127	0.037628749	0.033545352	0.036449931		0.19	1.948505888	0
EGFL8	0.002931355	0.160485656	0.017062803	0.046631864	0.00279672	0.04254701	0.005535319	0.030374537	0.029730966	0.215816898	0.028444602	0.055552461	0	0.112318262	0.008547483	0.090525017	0.031955408	0.075391212	0.014439681	0.043925071	0.012290783	0.03042969	0.047057155	0.060322002	0.031731673	0	0.260648166	0.051642799	0.033676528	0.179164518	0.010554468	0.032128694	0.034087249	0.035049182	0.027615168	0.076002113	0.040810239	0.034127345	0.025408283	0.043974539		0.15	1.937412513	0
LCE1C	0.006497198	0.005051483	0.013500306	0.954475498	0.009948284	0.015461044	0.007488353	0.027212562	0.021938739	0.0153372	0.031899316	0.029379321	0	0.00206461	0.011665798	0.005706541	0.020003243	0.266695913	0.019009361	0.019041277	0.014040791	0.022786376	0.019772161	0.012540166	0.023295821	0	0.012231704	0.035370329	0.038411177	0.039330583	0.037628749	0.037628749	0.039075623	0.03998279	0.037628749	0.030376138	0.037381369	0.037628749	0.037162457	0.037628749		0.30	1.922475953	0
HSPA1L	0.023498624	0.030686239	0.033562026	0	0.027389999	0.029969971	0.065658309	0.027290897	0.014391945	0.014594485	0.026018956	0.027871201	0.146235557	0.009228427	0.178358326	0.070940504	0.023063173	0.000369985	0.01786394	0.049419318	0.056317055	0.02346048	0.031307535	0.01771712	0.024602091	0	0.022038706	0.052060133	0.184597357	0.055151164	0.049050554	0.086907869	0.055881782	0.035727641	0.035807301	0.036101517	0.035202473	0.035268076	0.008436779	0.062302223		0.04	1.583140187	0
ACOXL	0.129952342	0.021768244	0.16008653	0	0.549924931	0.01608282	0.034717948	0.031250062	0.017732238	0.015944876	0.042970471	0.030998183	0.093235836	0.004180855	0.007225065	0.003747718	0.002796343	0	0.007828175	0.002527552	0.004073191	0.003551607	0.002732156	0.001800739	0.003686497	0.007502464	0.003140965	0.037628749	0.007519111	0.036954184	0.037827695	0.022723592	0.022022364	0.001863734	0.037628749	0.037774696	0.016398984	0.036435124	0.005377085	0.037232915		0.04	1.441400682	0
RTEL1	0.042270779	0.158850351	0.019124155	0	0.018527024	0.039725504	0.035324927	0.027864095	0.031255404	0.047084835	0.028989469	0.026826239	0.018509164	0.061328868	0.02500995	0.070341953	0.013600568	0.014656594	0.011292947	0.019521934	0.005110183	0.014667549	0.013094433	0.02358161	0.015418888	0	0.015839297	0.034129535	0.040353546	0.029505123	0.034195727	0.027010607	0.02697086	0.038751771	0.037628749	0.060646444	0.038011405	0.036435124	0.034424522	0.03721942		0.08	1.127009082	0
ACSL6	0.015008022	0.034684151	0.024098317	0	0.014580185	0.019953448	0.01286743	0.024385859	0.018352566	0.02447313	0.027564605	0.030369097	0.29547685	0.01472362	0.004455405	0.002221574	0.01063785	0	0.006017184	0.006836116	0.003981513	0.008854153	0.010341967	0.004247907	0.009122904	0.054259739	0.0029142	0.040070058	0.034161993	0.03090539	0.031852465	0.022620686	0.035335913	0.035825028	0.035807301	0.034482583	0.037264248	0.037628749	0.006967337	0.035678466		0.03	0.981489209	0
OPRL1	0.130184487	0.012980694	0.015562227	0	0.025762372	0.023994805	0.050566388	0.023580791	0.02094825	0.016728398	0.022714754	0.021522235	0.024375851	0.018492126	0.04953229	0.017221691	0.008444517	0.00241822	0.013149124	0.019349846	0.008137748	0.010042861	0.021787145	0.007350478	0.010331094	0	0.006561345	0.04749842	0.028807021	0.033595127	0.038228862	0.046644535	0.024935969	0.03708565	0.037628749	0.038195103	0.036646	0.036435124	0.026644702	0.04389499		0.04	0.914359173	0
