GeneID	Dendritic_cells_H	Fibroblasts_H	ILC_NK_cells_H	Keratinocytes_H	Langerhans_cell_H	Lymphatic_endothelium_H	Macrophages_H	Mast_cells_H	Melanocytes_H	Pericytes_H	Plasma_cells_H	Schwann_cells_H	T_cells_H	Vascular_endothelium_H	Dendritic_cells_LS	Fibroblasts_LS	ILC_NK_cells_LS	Keratinocytes_LS	Langerhans_cell_LS	Lymphatic_endothelium_LS	Macrophages_LS	Mast_cells_LS	Melanocytes_LS	Pericytes_LS	Schwann_cells_LS	T_cells_LS	Vascular_endothelium_LS	Melanocytes_DP	Dendritic_cells_DP	Vascular_endothelium_DP	Pericytes_DP	Fibroblasts_DP	Macrophages_DP	Langerhans_cell_DP	Schwann_cells_DP	Keratinocytes_DP	ILC_NK_cells_DP	Mast_cells_DP	T_cells_DP	Lymphatic_endothelium_DP
SKIV2L	0.495404471	1	0.044338209	0	0.043436852	0.002829142	0.397574231	0.00371501	0.000220608	0.021298994	0.029898008	0.017377603	0.024206288	0.52983252	0.082382185	0.281915518	0.020511629	0.199665225	0.034504653	0.023752245	0.032801861	0.024992266	0.052109435	0.006247222	0.026471844	0	0.030334479	0.079106757	0.000157981	0.0000371	0.002900972	0.00000847	0.00010784	0.006765901	0.030743275	0.280242873	0.009660359	0.04004312	0.000000485	0.024979904
AGER	0.501835567	0.001784042	0.162511826	0	0.123768511	0.00484405	0.275738212	0.019622547	0.006404542	0.01862656	0.035114535	0.0383472	0.355244721	0.023823242	0.234137296	0	0.016701589	0.003351675	0.023164032	0.009336559	0.135567251	0.016433157	0.023714003	0.015390661	0.028657202	0.00959622	0.004345482	0.047262648	0.017072812	0.008866147	0.027260574	0.02631374	0.021309751	0.00976194	0.037944308	0.05406617	0.012100877	0.034127345	0.000104985	0.031914489
TARS2	0.611007462	0.993096845	0.013383217	0	0.274248779	0.012864206	0.063537378	0.024022296	0.015628828	0.005731112	0.020565305	0.026404843	0.004064467	0.181774773	0.025208189	0.075358474	0.028345044	0.215591619	0.034374183	0.056786498	0.004011487	0.02094018	0.144349785	0.006851296	0.023773314	0	0.028008171	0.109329152	0.00000497	0.000561412	0.011789335	0.000000138	0.000432127	0.001249635	0.027615168	0.189333323	0.022732748	0.024107195	0.000255709	0.042996621
RAPGEF6	0.759703582	1	0.196476563	0	0.615500507	9.57621E-10	7.63794E-05	0.000469993	4.12001E-06	0.017167013	0.008714879	0.001740033	1	1.58149E-08	0.168225768	0.106944398	0.232750548	7.78769E-06	0.002023376	0.001704975	0.417141098	0.027035971	0.009041965	0	0.018124183	1	2.27622E-06	0.058215514	0.005739817	0.002275454	0.00000826	7.57E-11	0.567389637	0.0000136	0.047867372	0.083097146	0.142473354	0.070388013	0.011534287	0.047774259
RBM17	0.898716325	1	0	0	0	0.000728153	2.5633E-14	4.5685E-15	0	1	0.000231423	0.020975202	0	1	1.14514E-16	0.885378343	0.223258982	1	0	0.00235364	0.000322465	0.000364986	0.032199549	0.00157013	0.000561959	0	1	0.952941269	0	0	0	0	0.004172394	0	0.001549504	1	1	0.048377959	0.313901638	0.001592477
RUNX3	1	0	1	0	1	0	1	9.27513E-07	1	0	0.059157818	2.11324E-05	1	0	1	0	1	0	1	1.20481E-14	1	0.001603484	1	0	0.004723706	1	0	0.333721982	0	0.040130014	0.048637398	0.031325117	0.029423002	4.7E-16	0.031632423	0.039773605	0.000466995	0.021463225	0	0.03693732
C1orf54	1	0	1.32595E-16	0	5.39625E-05	0.018191285	1	0.000154245	2.6117E-08	0.694008274	0.011535258	0.096041558	0	1	1	6.81056E-16	0.000218875	1.27472E-14	0.054718097	0.003210891	1	0.005211288	0.036571068	0.417538629	0.030337742	0	1	0.273099732	1	0.341504149	0.086979439	0.465354425	0.00200803	0.359097867	0.024590943	0.232983054	0.048181735	0.041289457	0.00349318	0.021394391
IL6R	1	1	0	0	1	0	1	1.40969E-09	1	1	0.028014711	0.0020728	0	0	1	1	4.76685E-07	0.975343494	0.005455487	4.95269E-06	1	0.005678716	0.221039101	0.002278771	0.019417391	0	8.0066E-09	0.0000846	0	0.263016052	0	0	0.031196963	0	0.026369882	0.108969922	0.031605325	0.043804538	0	0.000619629
SLAMF1	1	0	2.29964E-05	0	0	0	0.412332936	3.21819E-05	0	0.018605986	0.4801344	0.003536323	1	0	0.000568846	0	0.177719941	0	0	1.31354E-10	0.91307844	0.001157498	2.21975E-08	0	0.003568892	1	0.000524723	0.045275674	0	1	1.03E-11	0.027590963	1	0.05285835	0.01966276	0.038893936	0.446890568	0.025916244	0.003094222	0.039340867
TNFSF4	1	0.561007554	1	0	0.058567935	0.003220259	0.001020957	0.054902382	0.005096047	0.003642584	0.029909202	0.027136604	0.050332629	3.55547E-06	0.31680282	1	1	0	0.003375548	0.013171219	0.001009108	0.024323118	0.012395872	0.000837997	0.027262596	0.003832042	0.000160617	0.039592538	0.047078726	0.037562747	0.040495745	0.758108098	0.036529459	0.010323219	0.035807301	0.05040215	0.495217018	0.02499997	0.053891111	0.047538601
BATF3	1	0.154891961	0.00156278	0	0.000372462	1	0.031482754	0.018720956	0.003765968	0.00988862	0.036791626	0.113831281	2.38082E-05	0.170931628	1	1	0.007522111	0	0.000483975	0.042098387	0.03922746	0.023317813	0.007398628	0.139417001	0.022245048	9.84045E-11	0.047089602	0.048036398	0.918990113	0.159487004	0.380945132	1	0.19143997	0.049802968	0.016385915	0.049247828	0.04377621	0.043890136	0.113896805	0.0000046
FOSL2	1	1	0.008078273	0	1	0	1	9.03534E-11	0	1	6.61193E-08	0.682366035	0	1	1	0.729015116	0.988888789	1	0	0	1	0.002970662	0.003988894	1	0.006184262	0	1	0.602774538	0	0	7.53E-16	0	0.287485368	0	0.0000247	1	0.298417339	0.038404653	4.46E-12	0.00000827
REL	1	0	1	1	1	0	1	0	0	0	8.25136E-09	0.002289948	0	0	1	0	1	0	1	1.41476E-10	1	0.006384351	0	0	0.000222536	0	0	0.050429868	0	1	0.0000346	1	1	0	0.000420352	0	1	0.302216354	1	0.004508842
IL18R1	1	0.032024993	1	0	0.808770958	7.47354E-15	1	0.261508836	1.32509E-12	3.37985E-06	0.018440327	0.002909949	1	0	0.947998653	9.76314E-11	0.398297585	0	0.920725283	0.000180467	0.483097128	0.04483088	0.000551665	2.60677E-10	0.019995715	1	1.1769E-08	0.038728234	0.0000253	0.067084514	0.000681915	2.41E-09	0.000189793	0.273162427	0.043553472	0.072288462	0.001574951	0.01343229	9.36E-10	0.032173302
IL1R1	1	1	0	0	1	0	1	4.00015E-14	0	1	0.000112055	0.006910101	0	0	1	1	2.68607E-10	0	1	5.75663E-09	1	1.41012E-05	0	0.353032508	0.003518437	0	0.794071194	0.03449401	0	1	0	0	0.957867588	0	0.010496918	0.432428279	0.002026699	0.020764987	0.00813336	0.013899407
SATB1	1	0.187406246	1	0	0.092184225	2.36863E-14	1	0.00096052	1.96391E-13	3.64284E-12	0.012182725	0.004330215	1	0	0.047841552	0	1	0	1.73941E-14	3.8495E-07	1	0.008885385	0.000501568	0	0.00531176	1	0	0.125773319	0.003690563	0.020410409	0.003273728	1.19E-14	0.019174408	2.86E-09	0.023395665	0.020684664	0.021678255	0.046067364	1	0.022568466
GLB1	1	1	0.009186439	0	0.017266688	2.28299E-07	0.015368795	1.23763E-06	0.002331607	0	0.009120021	0.004195555	1	4.60441E-08	0.524707096	1	0.039817172	0	0.003370586	0.001915188	5.23578E-08	0.008592238	0.681872577	1.30966E-10	0.01488355	0.558347261	4.04411E-12	0.394169068	0	2.41E-17	0.003133523	1.63E-14	1.1E-14	0.000000586	0.021931473	0.915567013	0.010385276	0.03892803	0	0.002759144
FOXP1	1	0	1	0	1	1	0	0.018445299	0	0	0.000832379	0.022974769	1	1	1	0	0.475863477	0	8.16469E-09	1	0.815148613	0.001210243	5.14039E-11	0	4.76575E-05	1	1	0.150060629	0	4.87E-09	0	0	0.756260157	0	0.000041	2.88E-08	0.007201355	0.001591853	0	0.012596946
IL7R	1	0	1	0	0.246413366	0	1	4.79934E-14	0	0	0.000789616	0	1	0	0.09445316	0	1	0	0	0	1.47144E-09	8.37454E-05	0	0	2.63749E-06	1	0	0.040158261	0	0.109098547	0.037628749	0.00882462	0	0	0.037628749	0.026573709	0.0000511	0.03129849	0	0.037825482
CDC42SE2	1	0	1	0	1	0.337255257	0.12596458	5.97094E-06	0	0	0.136581132	6.89906E-12	1	0.031941941	1	0	1	0	0.007451171	0.000202972	1	2.74642E-05	0	0	3.00829E-05	1	0	0.328639247	0	0	0.0000181	0.007566383	1	0	0.017591149	0.203650367	0.000144322	0.003852789	0.322661078	0.000000802
NDFIP1	1	1	0	0	1	1	0	0	9.50269E-11	3.2719E-13	8.84051E-05	0.020892809	1	1	0.006832349	1	4.80285E-07	0	1	4.47907E-05	0	4.03955E-09	0.494707454	0	0.004134316	1	2.13719E-14	0.717459412	0	0	0	0.028719491	5.68E-09	0	0.009568149	1	0.01109006	0.020272946	1	0
RNF5	1	1	0	0	1	1	8.57195E-06	1.62681E-09	1.24941E-14	1	0.004266608	0.762284498	0	1	1	0.418762606	0.000212984	0	1	0.092855985	1	0.002024008	0.673951717	1	0.036765962	0	0.447054517	0.191518551	0	0	0	0	6.16E-09	0.576642528	0.000292731	7.71E-16	0.008036723	0.011414623	0	0
ATF6B	1	1	0.094862293	0	5.86821E-09	0.285766863	0.01153542	3.30404E-07	2.42973E-12	1	0.009938283	0.00505713	1.78928E-06	1	0.227536549	0.366753169	0.005652871	1	0.018348472	0.021201667	0.015379949	0.007333706	0.203702572	4.09453E-13	0.012514896	0	0.054196452	0.241812579	2.6E-15	0	0	0	3.15E-08	0.000299484	0.015079702	1	0.000100471	0.035403281	0	0.000014
PBX2	1	0.011488431	1.45926E-09	0.010789709	0.067765042	5.47915E-08	1	0.000111904	1.00961E-12	0.025969618	0.010561894	0.018989005	0	0.645017817	1	0.212345518	0.001836728	0.86803321	0.000997632	0.016710453	1	0.029056433	0.034221445	0.003018608	0.013636667	0	0.027498228	0.191903118	0.030036352	0.0000265	0.001854077	0.04705148	0.006199319	0.0000557	0.017530388	0.251426252	0.0152747	0.075682641	6.19E-08	0.07304527
LST1	1	0	2.81623E-11	0	1	0	1	9.34675E-06	0	0	0.00663742	0.000187976	7.36053E-13	0	1	0	2.92625E-06	0	1	2.50327E-12	1	0.000648271	2.94898E-10	0	0.00248868	0	0	0.037169279	1	0.060576632	0.037127788	0.040814995	1	1	0.037628749	0.043288715	0.021016496	0.033012664	1.95E-15	0.041524416
GPSM3	1	0	1	0	1	0	1	6.62555E-09	0	0	0.279550469	1.20541E-17	1	0	1	0	1	0	1	0	1	3.03216E-05	2.79742E-07	0	1.47831E-06	1	0	0.641796712	1	0	0.00000796	0.145508784	1	1	0.03235036	0.057951365	0.031823326	0.016396853	0.000852267	0.005918543
HLA-DRA	1	0	0	0	1	0	1	0	0	0	5.69443E-06	0	0	1	1	0	5.0491E-09	0	1	0	1	3.16312E-10	0	0	4.53218E-08	0	1	0.640796162	0	0.69454533	0.037628749	0.531638233	1	0	0.013533321	1	1	0.034828106	1	0.020967651
HLA-DOB	1	0	0	0	1	0	1.83982E-05	1.39812E-05	0	0	0.199111051	0.002431774	0	0	1	0	0.001353601	0	1	0.000364279	1	0.011972131	0.000870818	4.61725E-08	0.016488488	0	3.87285E-12	0.037628749	0	0.040832938	0.046238986	0.043873143	0.270295971	0	0.023395665	0.066761623	0.038510266	0.031923765	0.033442621	0.035297031
CREB5	1	1	0	0	1	2.78751E-14	0.02001665	1.29506E-06	0	0.000268241	0.002960648	0.003981692	0	0	1	1	5.68414E-07	0	1	0.295989835	1	0.005186249	0.002547949	4.96373E-07	0.010801068	0	4.69256E-11	0.195246363	0.633881966	0.519066431	0.00057016	0	1	0	0.024051578	0.10353669	0.047319386	0.044911729	0.033952449	0.677519974
IL2RA	1	0	0.045127285	0	1	0	1	1.97248E-06	0	0	0.005276905	8.03321E-05	0.708159114	0	1	0	1	0	0.000101225	0.000124779	1	0.009808099	0.000459622	2.75332E-12	0.014371797	1	1.0909E-15	0.040554793	0	0.03149496	0.033580011	0.013220394	0	0	0.037628749	0.044003272	0.633429889	0.033012664	0.005509045	0.036449931
FADS1	1	1	1.0809E-06	0	1.02821E-14	4.63436E-06	1	0.00798427	1	1	0.01412253	0.051119904	0	0.16203337	1	1	0.005269104	0	0.000448504	0.051838532	0.291532094	0.022897307	0.47973123	0.67360232	0.05774071	0	0.000114058	0.019728433	1.69E-08	0.00000541	0	1.55E-10	0.003288209	0.051206411	0.047088274	0.061119838	0.024520099	0.036384923	0.049200033	0.138997652
PACS1	1	2.30585E-11	0.778053816	0	1	5.03527E-07	0.030323561	8.19265E-05	2.60326E-12	5.66542E-16	0.021167134	0.002926133	1.26068E-10	1.72072E-13	1	0.94482194	0.012296439	0.002300297	0.004034712	0.014056487	0.57952825	0.022189355	0.032640231	5.30615E-07	0.016986443	0	5.26567E-05	0.148878061	0	0.000510057	0.053969847	0.744357178	0.149755405	0	0.032476378	0.827967814	0.000193539	0.059623104	2.97E-11	0.03820378
SIK3	1	1	7.4444E-07	0.112168743	1	1.20541E-17	1	2.80151E-06	6.02705E-18	0.024467456	0.011362481	0.051119962	0	7.2139E-05	0.218635171	0.386644472	0.03957018	0.741066349	0.000481329	0.00096974	1	0.004200192	0.004959851	5.03152E-06	0.024669758	0	0.020172329	0.112773773	6.45E-12	0.00575698	0.00000594	1.87E-16	0.932883365	4.86E-11	0.017328968	0.052406646	0.064864019	0.033012664	0.002437857	0.052991985
PAFAH1B2	1	1.05661E-10	6.62975E-16	0	1	0.150720182	1	1.02271E-06	0	0.000124855	0.030535934	0.06077465	0	1	1	0.006528934	0.003528691	0.71614921	0.771797082	0.265108914	1	0.001479511	0.237929961	1.98935E-13	0.011560118	0	1	0.762612908	0	0	1.51E-12	1.76E-08	0.049655353	0	0.004785928	1	0.008813257	0.012780764	0	0.017555607
DDX6	1	1.665E-10	0.553150673	0	1	6.21525E-09	0	2.09233E-11	1.78401E-15	0.000404866	0.03209938	0.016956744	1	0	0.019080571	1.09252E-13	0.313661116	1	4.97941E-08	0.000427251	0.005597644	0.00012636	0.075128139	3.55596E-16	0.028638773	1	0	0.08859776	0	0	0	0	0.000103381	0	0.020286156	0.025311259	0.01722542	0.008753094	0	0.0000385
WNK1	1	0	0	0.004405581	0.531055852	0.000114965	0.075517384	0	0	0	3.72807E-05	8.70126E-06	0.46535413	1	0.000251413	0	2.9677E-06	1	0	0.458936798	0.003033731	2.88891E-05	0.025283641	0	0.000658087	0.022202388	1	0.26350317	0	2.01E-13	6.94E-09	0.000000045	4.68E-14	0	0.008012992	1	0.006725573	0.049391817	0	0.196421537
STAT6	1	1	2.18025E-07	0	1	0	1	7.0872E-11	0	0.063815961	0.003307586	0.002731844	0	0	1	1	0.008672254	1	0.015504198	1.51882E-15	1	0.000720335	0.205229096	5.95429E-09	0.006837305	0	8.17066E-09	0.439920033	0	0.00000018	5.52E-15	0	0.016174691	0	0.011274003	1	0.005011453	0.021584121	0	0.028067496
PLXNC1	1	5.00848E-15	0.010627518	0	1	5.24272E-07	1	0.008597206	1	6.9632E-07	0.064227523	0.011422744	0	0	1	0.002571049	0.01511169	2.07891E-13	0.358996765	0.002650386	1	0.018094786	1	5.43195E-06	0.022038338	0	5.09671E-07	1	2.3E-11	0.044283614	0.037523445	0.359566134	0.300907397	0.029625728	0.035807301	0.035963732	0.02173625	0.031923765	0.011584	0.037628749
PPP2R3C	1	1	7.42371E-09	0	1	1	1	3.04602E-06	1.08578E-05	0.005283706	0.007528003	0.00177925	0	1	1	0.139989982	0.032383516	0	0.069321957	0.527863132	0.782967112	0.007059414	0.677937637	5.82123E-10	0.005763027	0.124128867	0.895619701	0.559794656	0	0	3.99E-09	0	0.000351959	6.73E-12	0.01405773	0.173955662	0.045974574	0.036737342	0.111684003	0.007054329
TRAF3	1	1	0	0	1	0.036286349	1	0.000122347	2.23903E-05	0.00019189	0.154288185	0.030894134	3.22141E-08	7.79746E-07	0.353177251	0.857183337	0.002245276	0	0.093539855	0.04528662	1	0.005681442	0.05061488	3.71085E-10	0.049799755	0.198559028	2.79947E-06	0.166971955	1.89E-09	0.007095438	0.001666843	0.001737529	0.022075064	1.81E-17	0.056510889	0.550618597	0.086842464	0.03635984	0.780555554	0.058731443
CLEC16A	1	7.14822E-12	2.6577E-08	0	1	6.87631E-08	0.106817122	0.00170958	8.30045E-06	3.03069E-07	0.043553026	0.020983538	9.04057E-16	2.64878E-10	1	2.67601E-08	0.019658537	0.85353093	1	0.003422175	0.508971381	0.014389199	0.019925675	2.84636E-05	0.017789203	0	1.47102E-06	0.100933612	0.000000811	0.011980056	0.084210587	0.073907974	0.367274679	0.000117555	0.026369882	1	0.095039434	0.041426515	0.040631827	0.062612401
STAT5A	1	1	0	0	1	1	0	2.26995E-09	0	0	0.002977659	0.026505959	0.009282222	1	1	1	9.68971E-05	0	3.61623E-17	0.007671215	1	0.000286662	5.04867E-06	9.87218E-13	0.001527114	0.008163179	1	0.108116493	0.318948385	0	0.118238502	3.98E-11	1	0	0.003061163	0.043182921	0.07286204	0.025985426	0.036390788	3.73E-09
ALPK2	1	7.58444E-14	1.38301E-07	0	1	2.95207E-06	0.198291053	0.005662008	2.30883E-05	2.57772E-06	0.021187787	0.011153862	0	0	0.749459484	0.185840363	0.02288251	0.000779248	0.104174687	0.020575716	0.036311861	0.030214202	0.022317535	0.008186065	0.031659378	0	0.005617923	0.037628749	0	0.037243152	0.037628749	0.240865884	0.0000491	0	0.037628749	0.03473771	0.037628749	0.037628749	0.034399476	0.037628749
ARID3A	1	0.722082763	3.93301E-06	0	1	3.92224E-09	1	0.001753543	4.09839E-16	0.050215388	0.029964092	0.033400943	0	0	1	5.9784E-11	0.007844144	1	0.173007199	0.001065594	1	0.022813288	0.000750624	2.62512E-07	0.011580675	0	5.43543E-12	0.04214443	0.0000132	0.00034252	6.72E-08	0	1	0	0.010332974	1	0.014689138	0.039829045	0.00000579	0.013281727
ZBTB46	1	7.89453E-11	0.00051536	0	1	0.029445515	0.637394445	0.006975627	3.14003E-05	6.42775E-05	0.020055132	0.01383141	0	0.67423921	1	0.004597042	0.018871026	0.00080685	0.286134967	0.051176666	0.303684529	0.02654217	0.037049013	0.00744638	0.029054762	0	0.320439634	0.065044842	1.06E-09	0.006116778	0.029081621	0.040080497	0.004432525	0	0.034048157	0.08520856	0.018995468	0.034127345	0.031052448	0.02206267
ZGPAT	1	0.07920498	3.99183E-07	0	1	0.363561533	0.009436126	0.000152809	5.94611E-05	0.04722046	0.029242755	0.005266069	0.004052098	1	0.011432763	0.028820614	0.002881633	1	0.019023661	0.150893802	0.001353648	0.005687016	0.116264641	0.000213285	0.014735091	0	0.212800583	0.189100305	0	0.000000206	0.000258145	0.001993677	0.001286054	0.000000821	0.029487025	1	0.016143296	0.02782047	0.00000175	0.033678374
ARFRP1	1	1	0	0	0	1	0.000653338	2.0005E-06	2.97098E-10	0.876708687	0.005862586	0.015642198	0	1	2.19533E-08	1	0.000181137	1	1.31998E-08	0.252259867	5.38768E-09	0.006052018	0.255106141	0.014281112	0.043075729	0	1	0.215573721	0	0	3.86E-16	0	0	0.000000203	0.029901662	1	0.017502949	0.022739452	8.59E-14	1.2E-10
CSF2RB	1	0	0	0	1	0.051858343	1	0.123224364	1.20541E-17	0	0.050592633	0.000799317	0	1	1	0	0.000980915	0	1	0.041379618	0.189510151	0.049201418	0.000752071	4.38032E-10	0.016083151	0	1	0.037169279	4.37E-15	0.229630208	0.039352333	0.054850624	1.92E-10	0.00000141	0.037628749	0.042774028	0.035205536	0.017939745	0.024353458	0.007064798
CD86	1	0	0	0	1	0	1	1.0175E-08	0	0	0.013918667	8.06448E-06	0	0	1	0	1.31905E-05	0	1	6.59921E-07	1	0.004154517	6.76552E-06	0	0.008085142	0	0	0.037169279	0	0.037918336	0.036931582	0.032235319	0.000000239	0	0.037628749	0.035538997	0.036403127	0.035268076	0.046603784	0.036449931
ME2	1	0.340113173	8.90162E-08	1.55498E-14	1	4.9922E-14	1	0.000188591	2.41082E-17	2.07571E-14	0.02486927	0.000523348	0	0.644192379	1	0.01818273	0.047648251	0.101944583	1	0.044554525	0.000714453	0.010835368	0.27293191	8.51789E-05	0.011183826	0	0.000243766	0.560330541	0.006348846	7.11E-16	0.039184301	3.15E-13	0	6.84E-11	0.029018158	0.000788648	0.050340976	0.026988212	0.033547043	0.126995644
DUSP1	1	1	0	1	1	1.71168E-15	1	0	0	0	2.10446E-08	0.012855385	0	0	1	1	0.000467795	1	0	2.42986E-07	0	1.20541E-17	0	0.005459256	1.01128E-08	0	0.000127338	0.037628749	1	1	1	1	1	1	0.031385355	1	1	0.225867012	1	1
